model,n_uv_samples,samples_outside_grid,n_samples,n_samples_outside_grid,unique_cells,occupied_fraction_full,occupied_fraction_annulus,annulus_cells,density_uniformity,angular_uniformity,uv_radius_min_lambda,uv_radius_max_lambda,uv_max_lambda,n_cells,cell_size_lambda,total_cells,redundant_samples,redundancy_fraction,mean_multiplicity,max_multiplicity
golden,380,0,380,0,372,0.00567626953125,0.009970895763716719,37108,0.9986639824615818,0.9792288520144706,37001.22626220732,1733915.6696023652,2041412.2626126907,256,15948.533301661646,65536,8,0.021052631578947368,1.021505376344086,2
fibonacci_radial,380,0,380,0,250,0.003814697265625,0.008733929569591951,28624,0.9636768481821725,0.9534185222378612,9139.114582779815,1522255.2299263855,2041412.2626126907,256,15948.533301661646,65536,130,0.34210526315789475,1.52,8
fibonacci_golden_angle,380,0,380,0,374,0.005706787109375,0.008754681647940075,42720,0.9989917040668334,0.984837988666193,172177.5002192582,1867613.8981504315,2041412.2626126907,256,15948.533301661646,65536,6,0.015789473684210527,1.0160427807486632,2
fibonacci_rational,380,0,380,0,250,0.003814697265625,0.008656799776598716,28648,0.9629372272981508,0.937802253496974,9504.266327145955,1522930.0529238363,2041412.2626126907,256,15948.533301661646,65536,130,0.34210526315789475,1.52,8
random,380,0,380,0,380,0.00579833984375,0.008090753424657534,46720,1.0,0.9733828824000194,65118.10251819325,1946230.4024235778,2041412.2626126907,256,15948.533301661646,65536,0,0.0,1.0,1
rings,380,0,380,0,322,0.004913330078125,0.006345998383185125,49480,0.9906080320842112,0.9283432904658063,17367.364423192717,2001384.5711889125,2041412.2626126907,256,15948.533301661646,65536,58,0.15263157894736842,1.1801242236024845,3
